invoice_risk_decision,customer,invoice_date_year,invoice_date_quarter,invoice_date_month,invoice_date_week,invoice_date_day_year,invoice_date_day_month,invoice_date_day_week,payment_due_date_year,payment_due_date_quarter,payment_due_date_month,payment_due_date_week,payment_due_date_day_year,payment_due_date_day_month,payment_due_date_day_week,payment_date_year,payment_date_quarter,payment_date_month,payment_date_week,payment_date_day_year,payment_date_day_month,payment_date_day_week,grand_total
1,11_customer,2018,3,7,30,206,25,3,2018,3,7,30,208,27,5,2018,3,7,31,211,30,1,147.91
1,11_customer,2018,3,7,31,212,31,2,2018,3,8,31,215,3,5,2018,3,8,32,224,12,7,151.93
0,8_customer,2018,3,8,31,215,3,5,2018,3,8,35,243,31,5,2018,3,9,36,250,7,5,61.83
1,4_customer,2018,3,8,32,219,7,2,2018,3,8,32,219,7,2,2018,3,8,32,224,12,7,59.93
0,47_customer,2018,3,8,32,219,7,2,2018,3,9,38,264,21,5,2018,3,9,38,264,21,5,286.53
1,11_customer,2018,3,8,32,219,7,2,2018,3,8,32,222,10,5,2018,3,8,32,224,12,7,210.2
0,44_customer,2018,3,8,33,225,13,1,2018,3,8,35,239,27,1,2018,3,8,34,232,20,1,42.83
0,40_customer,2018,3,8,33,226,14,2,2018,3,8,34,232,20,1,2018,3,8,34,232,20,1,19.02
0,45_customer,2018,3,8,34,236,24,5,2018,3,9,36,250,7,5,2018,3,9,37,253,10,1,35.21
0,11_customer,2018,3,8,34,233,21,2,2018,3,8,34,236,24,5,2018,3,8,35,242,30,4,391.19
0,29_customer,2017,4,11,46,319,15,3,2017,4,11,47,324,20,1,2017,4,11,46,320,16,4,57.49
1,11_customer,2017,4,11,48,332,28,2,2017,4,11,48,334,30,4,2017,4,12,49,340,6,3,169.59
0,11_customer,2017,4,12,49,339,5,2,2017,4,12,49,342,8,5,2017,4,12,49,342,8,5,154.11
0,21_customer,2017,4,12,49,342,8,5,2018,1,1,1,5,5,5,2017,4,12,50,348,14,4,27.71
0,11_customer,2017,4,12,50,345,11,1,2017,4,12,50,349,15,5,2017,4,12,50,349,15,5,235.42
1,32_customer,2017,4,12,50,345,11,1,2017,4,12,50,346,12,2,2017,4,12,50,347,13,3,84.7
0,24_customer,2017,4,12,50,349,15,5,2017,4,12,50,350,16,6,2017,4,12,50,349,15,5,45.97
1,11_customer,2017,4,12,52,361,27,3,2017,4,12,52,363,29,5,2018,1,1,1,6,6,6,16.26
1,11_customer,2018,1,1,2,10,10,3,2018,1,1,2,12,12,5,2018,1,1,3,18,18,4,349.25
1,36_customer,2018,1,2,6,39,8,4,2018,1,2,8,53,22,4,2018,1,3,10,65,6,2,12.85
1,37_customer,2018,1,2,6,39,8,4,2018,1,2,7,43,12,1,2018,1,2,7,47,16,5,18.78
0,11_customer,2018,1,2,7,45,14,3,2018,1,2,7,47,16,5,2018,1,2,7,47,16,5,153.33
1,38_customer,2018,1,2,8,51,20,2,2018,1,2,8,53,22,4,2018,1,2,8,55,24,6,44.82
0,13_customer,2018,1,3,9,60,1,4,2018,1,3,10,67,8,4,2018,1,3,10,68,9,5,42.76
1,11_customer,2018,1,3,10,64,5,1,2018,1,3,10,68,9,5,2018,1,3,11,71,12,1,229.22
0,3_customer,2018,1,3,10,69,10,6,2018,1,3,13,90,31,6,2018,2,4,15,99,9,1,49.05
0,40_customer,2018,1,3,11,71,12,1,2018,1,3,11,74,15,4,2018,1,3,11,74,15,4,45.59
1,36_customer,2018,1,3,11,73,14,3,2018,1,3,13,87,28,3,2018,2,4,17,117,27,5,8.95
0,4_customer,2018,1,3,11,75,16,5,2018,1,3,11,75,16,5,2018,1,3,12,79,20,2,55.5
1,2_customer,2018,1,3,13,86,27,2,2018,2,4,15,100,10,2,,,,,,,,34.22
0,13_customer,2018,1,3,13,86,27,2,2018,2,4,14,95,5,4,2018,2,4,14,95,5,4,36.18
0,27_customer,2018,1,3,13,86,27,2,2018,1,3,13,88,29,4,2018,1,3,13,87,28,3,40.84
0,11_customer,2018,1,3,13,86,27,2,2018,1,3,13,89,30,5,2018,1,3,13,89,30,5,221.48
1,24_customer,2018,2,4,14,93,3,2,2018,2,4,14,96,6,5,2018,2,4,16,107,17,2,22.31
0,44_customer,2018,2,4,16,108,18,3,2018,2,5,19,129,9,3,2018,2,4,17,115,25,3,42.83
0,24_customer,2018,2,5,21,143,23,3,2018,2,5,22,151,31,4,2018,2,5,21,147,27,7,21.9
0,36_customer,2018,2,5,21,145,25,5,2018,2,6,24,166,15,5,2018,2,6,26,176,25,1,21.42
0,11_customer,2018,2,6,23,156,5,2,2018,2,6,23,159,8,5,2018,2,6,23,157,6,3,197.47
1,11_customer,2018,2,6,24,162,11,1,2018,2,6,24,165,14,4,2018,2,6,26,176,25,1,177.34
0,3_customer,2018,2,6,24,166,15,5,2018,3,7,27,186,5,4,2018,3,7,29,198,17,2,44.32
0,4_customer,2018,2,6,26,180,29,5,2018,2,6,26,180,29,5,2018,2,6,26,180,29,5,59.79
1,7_customer,2018,2,6,26,180,29,5,2018,3,7,28,194,13,5,2018,3,7,29,198,17,2,33.88
0,11_customer,2018,2,6,26,178,27,3,2018,3,7,27,184,3,2,2018,3,7,27,184,3,2,417.4
1,11_customer,2018,3,7,29,198,17,2,2018,3,7,29,201,20,5,2018,3,7,30,204,23,1,113.06
0,3_customer,2018,3,7,29,198,17,2,2018,3,7,30,204,23,1,2018,3,7,30,204,23,1,96.15
1,29_customer,2018,3,7,30,206,25,3,2018,3,7,31,212,31,2,2018,3,8,34,232,20,1,50.08
1,41_customer,2018,3,8,31,213,1,3,2018,3,8,31,215,3,5,2018,3,8,31,217,5,7,22.6
1,39_customer,2018,3,8,33,226,14,2,2018,3,8,33,227,15,3,2018,3,8,34,232,20,1,19.41
1,11_customer,2018,3,8,33,226,14,2,2018,3,8,33,229,17,5,2018,3,8,34,232,20,1,152.29
1,43_customer,2018,3,8,34,237,25,6,2018,3,9,37,257,14,5,2018,3,9,38,264,21,5,214.53
0,19_customer,2018,3,8,35,239,27,1,2018,3,8,35,242,30,4,2018,3,8,35,242,30,4,29.98
0,13_customer,2018,3,8,35,240,28,2,2018,3,9,36,248,5,3,2018,3,9,36,248,5,3,61.73
1,19_customer,2018,3,8,35,243,31,5,2018,3,9,39,271,28,5,2018,4,10,41,282,9,2,44.77
1,47_customer,2018,3,8,35,242,30,4,2018,4,10,41,285,12,5,2018,4,10,42,290,17,3,179.08
1,11_customer,2018,3,8,35,240,28,2,2018,3,8,35,243,31,5,2018,3,9,35,245,2,7,359.06
1,48_customer,2018,3,9,36,248,5,3,2018,3,9,39,269,26,3,2018,4,10,41,282,9,2,13.43
1,8_customer,2018,3,9,36,248,5,3,2018,3,9,39,269,26,3,2018,4,10,41,282,9,2,72.04
0,4_customer,2018,3,9,36,249,6,4,2018,3,9,36,249,6,4,2018,3,9,36,250,7,5,76.94
0,49_customer,2018,3,9,36,250,7,5,2018,3,9,38,264,21,5,2018,3,9,38,264,21,5,41.82
1,11_customer,2018,3,9,38,261,18,2,2018,3,9,38,264,21,5,2018,3,9,39,269,26,3,298.53
0,45_customer,2018,3,9,37,256,13,4,2018,3,9,39,270,27,4,2018,3,9,38,264,21,5,62.01
1,11_customer,2018,3,9,39,268,25,2,2018,3,9,39,271,28,5,2018,3,9,39,273,30,7,329.85
1,40_customer,2018,4,10,40,278,5,5,2018,4,10,41,282,9,2,2018,4,10,41,285,12,5,56.02
1,7_customer,2018,4,10,40,278,5,5,2018,4,10,42,290,17,3,2018,4,10,44,302,29,1,85.67
0,11_customer,2018,4,10,40,275,2,2,2018,4,10,40,278,5,5,2018,4,10,40,278,5,5,342.94
0,8_customer,2018,4,10,41,281,8,1,2018,4,10,41,282,9,2,2018,4,10,41,282,9,2,46.23
1,11_customer,2018,4,10,41,282,9,2,2018,4,10,41,285,12,5,2018,4,10,42,290,17,3,616.57
0,45_customer,2018,4,10,41,285,12,5,2018,4,10,43,299,26,5,2018,4,10,42,290,17,3,59.5
0,50_customer,2018,4,10,41,285,12,5,2018,4,10,44,304,31,3,,,,,,,,22.07
0,50_customer,2018,4,10,41,285,12,5,2018,4,10,44,304,31,3,,,,,,,,22.07
0,50_customer,2018,4,10,41,284,11,4,2018,4,10,44,304,31,3,,,,,,,,22.07
0,50_customer,2018,4,10,41,284,11,4,2018,4,10,44,304,31,3,,,,,,,,8.76
0,50_customer,2018,4,10,41,284,11,4,2018,4,10,44,304,31,3,,,,,,,,22.07
0,8_customer,2018,4,10,42,289,16,2,2018,4,10,42,290,17,3,2018,4,10,42,290,17,3,50.32
